O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
51-5023.08	2.C.8.a	Public Safety and Security	IM	1
51-5023.08	2.C.8.a	Public Safety and Security	LV	0
51-5023.08	2.C.8.b	Law and Government	IM	1
51-5023.08	2.C.8.b	Law and Government	LV	0
51-5023.08	2.C.9.a	Telecommunications	IM	1
51-5023.08	2.C.9.a	Telecommunications	LV	0
51-5023.08	2.C.9.b	Communications and Media	IM	1.2
51-5023.08	2.C.9.b	Communications and Media	LV	.4
51-5023.08	2.C.10	Transportation	IM	1
51-5023.08	2.C.10	Transportation	LV	0
51-5023.09	2.C.1.a	Administration and Management	IM	1.8
51-5023.09	2.C.1.a	Administration and Management	LV	1.2
51-5023.09	2.C.1.b	Clerical	IM	1.8
51-5023.09	2.C.1.b	Clerical	LV	1.2
51-5023.09	2.C.1.c	Economics and Accounting	IM	1.8
51-5023.09	2.C.1.c	Economics and Accounting	LV	1
51-5023.09	2.C.1.d	Sales and Marketing	IM	1.6
51-5023.09	2.C.1.d	Sales and Marketing	LV	.6
51-5023.09	2.C.1.e	Customer and Personal Service	IM	2.2
51-5023.09	2.C.1.e	Customer and Personal Service	LV	1.6
51-5023.09	2.C.1.f	Personnel and Human Resources	IM	1
51-5023.09	2.C.1.f	Personnel and Human Resources	LV	.4
51-5023.09	2.C.2.a	Production and Processing	IM	3.8
51-5023.09	2.C.2.a	Production and Processing	LV	3.4
51-5023.09	2.C.2.b	Food Production	IM	1
51-5023.09	2.C.2.b	Food Production	LV	0
51-5023.09	2.C.3.a	Computers and Electronics	IM	2.2
51-5023.09	2.C.3.a	Computers and Electronics	LV	1.6
51-5023.09	2.C.3.b	Engineering and Technology	IM	2.4
51-5023.09	2.C.3.b	Engineering and Technology	LV	1.6
51-5023.09	2.C.3.c	Design	IM	1.6
51-5023.09	2.C.3.c	Design	LV	.8
51-5023.09	2.C.3.d	Building and Construction	IM	1.4
51-5023.09	2.C.3.d	Building and Construction	LV	.8
51-5023.09	2.C.3.e	Mechanical	IM	3.2
51-5023.09	2.C.3.e	Mechanical	LV	3
51-5023.09	2.C.4.a	Mathematics	IM	2.4
51-5023.09	2.C.4.a	Mathematics	LV	2.2
51-5023.09	2.C.4.b	Physics	IM	2
51-5023.09	2.C.4.b	Physics	LV	1.2
51-5023.09	2.C.4.c	Chemistry	IM	2.4
51-5023.09	2.C.4.c	Chemistry	LV	1.6
51-5023.09	2.C.4.d	Biology	IM	1
51-5023.09	2.C.4.d	Biology	LV	0
51-5023.09	2.C.4.e	Psychology	IM	1.4
51-5023.09	2.C.4.e	Psychology	LV	.6
51-5023.09	2.C.4.f	Sociology and Anthropology	IM	1.2
51-5023.09	2.C.4.f	Sociology and Anthropology	LV	.2
51-5023.09	2.C.4.g	Geography	IM	1.2
51-5023.09	2.C.4.g	Geography	LV	.4
51-5023.09	2.C.5.a	Medicine and Dentistry	IM	1.2
51-5023.09	2.C.5.a	Medicine and Dentistry	LV	.2
51-5023.09	2.C.5.b	Therapy and Counseling	IM	1
51-5023.09	2.C.5.b	Therapy and Counseling	LV	.2
51-5023.09	2.C.6	Education and Training	IM	1.8
51-5023.09	2.C.6	Education and Training	LV	1.2
51-5023.09	2.C.7.a	English Language	IM	2.8
51-5023.09	2.C.7.a	English Language	LV	2
51-5023.09	2.C.7.b	Foreign Language	IM	1
51-5023.09	2.C.7.b	Foreign Language	LV	.2
51-5023.09	2.C.7.c	Fine Arts	IM	1.2
51-5023.09	2.C.7.c	Fine Arts	LV	.4
51-5023.09	2.C.7.d	History and Archeology	IM	1
51-5023.09	2.C.7.d	History and Archeology	LV	0
51-5023.09	2.C.7.e	Philosophy and Theology	IM	1
51-5023.09	2.C.7.e	Philosophy and Theology	LV	0
51-5023.09	2.C.8.a	Public Safety and Security	IM	1.8
51-5023.09	2.C.8.a	Public Safety and Security	LV	1
51-5023.09	2.C.8.b	Law and Government	IM	1.4
51-5023.09	2.C.8.b	Law and Government	LV	.6
51-5023.09	2.C.9.a	Telecommunications	IM	1.2
51-5023.09	2.C.9.a	Telecommunications	LV	.4
51-5023.09	2.C.9.b	Communications and Media	IM	2
51-5023.09	2.C.9.b	Communications and Media	LV	1.2
51-5023.09	2.C.10	Transportation	IM	1.2
51-5023.09	2.C.10	Transportation	LV	.6
51-6011.01	2.C.1.a	Administration and Management	IM	1
51-6011.01	2.C.1.a	Administration and Management	LV	.5
51-6011.01	2.C.1.b	Clerical	IM	1
51-6011.01	2.C.1.b	Clerical	LV	.5
51-6011.01	2.C.1.c	Economics and Accounting	IM	1.16
51-6011.01	2.C.1.c	Economics and Accounting	LV	.33
51-6011.01	2.C.1.d	Sales and Marketing	IM	1.16
51-6011.01	2.C.1.d	Sales and Marketing	LV	.33
51-6011.01	2.C.1.e	Customer and Personal Service	IM	3.16
51-6011.01	2.C.1.e	Customer and Personal Service	LV	2.16
51-6011.01	2.C.1.f	Personnel and Human Resources	IM	1
51-6011.01	2.C.1.f	Personnel and Human Resources	LV	.16
51-6011.01	2.C.2.a	Production and Processing	IM	1.33
51-6011.01	2.C.2.a	Production and Processing	LV	.66
51-6011.01	2.C.2.b	Food Production	IM	1
51-6011.01	2.C.2.b	Food Production	LV	0
51-6011.01	2.C.3.a	Computers and Electronics	IM	1
51-6011.01	2.C.3.a	Computers and Electronics	LV	0
51-6011.01	2.C.3.b	Engineering and Technology	IM	1.33
51-6011.01	2.C.3.b	Engineering and Technology	LV	1
51-6011.01	2.C.3.c	Design	IM	1
51-6011.01	2.C.3.c	Design	LV	0
51-6011.01	2.C.3.d	Building and Construction	IM	1
51-6011.01	2.C.3.d	Building and Construction	LV	0
51-6011.01	2.C.3.e	Mechanical	IM	1.66
51-6011.01	2.C.3.e	Mechanical	LV	1.83
51-6011.01	2.C.4.a	Mathematics	IM	2.16
51-6011.01	2.C.4.a	Mathematics	LV	1.66
51-6011.01	2.C.4.b	Physics	IM	1.5
51-6011.01	2.C.4.b	Physics	LV	.83
51-6011.01	2.C.4.c	Chemistry	IM	3.83
51-6011.01	2.C.4.c	Chemistry	LV	2.5
51-6011.01	2.C.4.d	Biology	IM	1
51-6011.01	2.C.4.d	Biology	LV	0
51-6011.01	2.C.4.e	Psychology	IM	1
51-6011.01	2.C.4.e	Psychology	LV	.16
51-6011.01	2.C.4.f	Sociology and Anthropology	IM	1
51-6011.01	2.C.4.f	Sociology and Anthropology	LV	.16
51-6011.01	2.C.4.g	Geography	IM	1
51-6011.01	2.C.4.g	Geography	LV	0
51-6011.01	2.C.5.a	Medicine and Dentistry	IM	1.16
51-6011.01	2.C.5.a	Medicine and Dentistry	LV	.16
51-6011.01	2.C.5.b	Therapy and Counseling	IM	1
51-6011.01	2.C.5.b	Therapy and Counseling	LV	0
51-6011.01	2.C.6	Education and Training	IM	1
51-6011.01	2.C.6	Education and Training	LV	0
51-6011.01	2.C.7.a	English Language	IM	1.5
51-6011.01	2.C.7.a	English Language	LV	1
51-6011.01	2.C.7.b	Foreign Language	IM	1
51-6011.01	2.C.7.b	Foreign Language	LV	0
51-6011.01	2.C.7.c	Fine Arts	IM	1
51-6011.01	2.C.7.c	Fine Arts	LV	0
51-6011.01	2.C.7.d	History and Archeology	IM	1
51-6011.01	2.C.7.d	History and Archeology	LV	0
51-6011.01	2.C.7.e	Philosophy and Theology	IM	1
51-6011.01	2.C.7.e	Philosophy and Theology	LV	0
51-6011.01	2.C.8.a	Public Safety and Security	IM	2
51-6011.01	2.C.8.a	Public Safety and Security	LV	1.33
51-6011.01	2.C.8.b	Law and Government	IM	1.16
51-6011.01	2.C.8.b	Law and Government	LV	.5
51-6011.01	2.C.9.a	Telecommunications	IM	1.16
51-6011.01	2.C.9.a	Telecommunications	LV	.66
51-6011.01	2.C.9.b	Communications and Media	IM	1.16
51-6011.01	2.C.9.b	Communications and Media	LV	.66
51-6011.01	2.C.10	Transportation	IM	1
51-6011.01	2.C.10	Transportation	LV	.33
51-6011.02	2.C.1.a	Administration and Management	IM	1
51-6011.02	2.C.1.a	Administration and Management	LV	.16
51-6011.02	2.C.1.b	Clerical	IM	1.16
51-6011.02	2.C.1.b	Clerical	LV	.16
51-6011.02	2.C.1.c	Economics and Accounting	IM	1
51-6011.02	2.C.1.c	Economics and Accounting	LV	0
51-6011.02	2.C.1.d	Sales and Marketing	IM	1
51-6011.02	2.C.1.d	Sales and Marketing	LV	.16
51-6011.02	2.C.1.e	Customer and Personal Service	IM	1.16
51-6011.02	2.C.1.e	Customer and Personal Service	LV	.66
51-6011.02	2.C.1.f	Personnel and Human Resources	IM	1
51-6011.02	2.C.1.f	Personnel and Human Resources	LV	0
51-6011.02	2.C.2.a	Production and Processing	IM	2.66
51-6011.02	2.C.2.a	Production and Processing	LV	2.66
51-6011.02	2.C.2.b	Food Production	IM	1
51-6011.02	2.C.2.b	Food Production	LV	0
51-6011.02	2.C.3.a	Computers and Electronics	IM	1.16
51-6011.02	2.C.3.a	Computers and Electronics	LV	.16
51-6011.02	2.C.3.b	Engineering and Technology	IM	1.33
51-6011.02	2.C.3.b	Engineering and Technology	LV	.83
51-6011.02	2.C.3.c	Design	IM	1
51-6011.02	2.C.3.c	Design	LV	0
51-6011.02	2.C.3.d	Building and Construction	IM	1
51-6011.02	2.C.3.d	Building and Construction	LV	0
51-6011.02	2.C.3.e	Mechanical	IM	1.66
51-6011.02	2.C.3.e	Mechanical	LV	1.33
51-6011.02	2.C.4.a	Mathematics	IM	1.66
51-6011.02	2.C.4.a	Mathematics	LV	1.16
51-6011.02	2.C.4.b	Physics	IM	1.5
51-6011.02	2.C.4.b	Physics	LV	1.16
51-6011.02	2.C.4.c	Chemistry	IM	4.5
51-6011.02	2.C.4.c	Chemistry	LV	4.33
51-6011.02	2.C.4.d	Biology	IM	1
51-6011.02	2.C.4.d	Biology	LV	.16
51-6011.02	2.C.4.e	Psychology	IM	1
51-6011.02	2.C.4.e	Psychology	LV	0
51-6011.02	2.C.4.f	Sociology and Anthropology	IM	1
51-6011.02	2.C.4.f	Sociology and Anthropology	LV	0
51-6011.02	2.C.4.g	Geography	IM	1
51-6011.02	2.C.4.g	Geography	LV	0
51-6011.02	2.C.5.a	Medicine and Dentistry	IM	1
51-6011.02	2.C.5.a	Medicine and Dentistry	LV	0
51-6011.02	2.C.5.b	Therapy and Counseling	IM	1
51-6011.02	2.C.5.b	Therapy and Counseling	LV	0
51-6011.02	2.C.6	Education and Training	IM	1
51-6011.02	2.C.6	Education and Training	LV	0
51-6011.02	2.C.7.a	English Language	IM	1.5
51-6011.02	2.C.7.a	English Language	LV	1.16
51-6011.02	2.C.7.b	Foreign Language	IM	1
51-6011.02	2.C.7.b	Foreign Language	LV	0
51-6011.02	2.C.7.c	Fine Arts	IM	1.16
51-6011.02	2.C.7.c	Fine Arts	LV	.66
51-6011.02	2.C.7.d	History and Archeology	IM	1
51-6011.02	2.C.7.d	History and Archeology	LV	0
51-6011.02	2.C.7.e	Philosophy and Theology	IM	1
51-6011.02	2.C.7.e	Philosophy and Theology	LV	0
51-6011.02	2.C.8.a	Public Safety and Security	IM	1.33
51-6011.02	2.C.8.a	Public Safety and Security	LV	.5
51-6011.02	2.C.8.b	Law and Government	IM	1.16
51-6011.02	2.C.8.b	Law and Government	LV	.16
51-6011.02	2.C.9.a	Telecommunications	IM	1
51-6011.02	2.C.9.a	Telecommunications	LV	0
51-6011.02	2.C.9.b	Communications and Media	IM	1.16
51-6011.02	2.C.9.b	Communications and Media	LV	.16
51-6011.02	2.C.10	Transportation	IM	1
51-6011.02	2.C.10	Transportation	LV	0
51-6011.03	2.C.1.a	Administration and Management	IM	1.4
51-6011.03	2.C.1.a	Administration and Management	LV	1
51-6011.03	2.C.1.b	Clerical	IM	2.2
51-6011.03	2.C.1.b	Clerical	LV	1.2
51-6011.03	2.C.1.c	Economics and Accounting	IM	1
51-6011.03	2.C.1.c	Economics and Accounting	LV	.4
51-6011.03	2.C.1.d	Sales and Marketing	IM	1
51-6011.03	2.C.1.d	Sales and Marketing	LV	.2
51-6011.03	2.C.1.e	Customer and Personal Service	IM	3.8
51-6011.03	2.C.1.e	Customer and Personal Service	LV	2
51-6011.03	2.C.1.f	Personnel and Human Resources	IM	1.6
51-6011.03	2.C.1.f	Personnel and Human Resources	LV	.6
51-6011.03	2.C.2.a	Production and Processing	IM	2.2
51-6011.03	2.C.2.a	Production and Processing	LV	2
51-6011.03	2.C.2.b	Food Production	IM	1
51-6011.03	2.C.2.b	Food Production	LV	0
51-6011.03	2.C.3.a	Computers and Electronics	IM	1
51-6011.03	2.C.3.a	Computers and Electronics	LV	.8
51-6011.03	2.C.3.b	Engineering and Technology	IM	1.6
51-6011.03	2.C.3.b	Engineering and Technology	LV	1
51-6011.03	2.C.3.c	Design	IM	1.4
51-6011.03	2.C.3.c	Design	LV	.8
51-6011.03	2.C.3.d	Building and Construction	IM	1
51-6011.03	2.C.3.d	Building and Construction	LV	0
51-6011.03	2.C.3.e	Mechanical	IM	3.2
51-6011.03	2.C.3.e	Mechanical	LV	2.2
51-6011.03	2.C.4.a	Mathematics	IM	2.2
51-6011.03	2.C.4.a	Mathematics	LV	1.4
51-6011.03	2.C.4.b	Physics	IM	1.6
51-6011.03	2.C.4.b	Physics	LV	.8
51-6011.03	2.C.4.c	Chemistry	IM	3
51-6011.03	2.C.4.c	Chemistry	LV	2
51-6011.03	2.C.4.d	Biology	IM	1
51-6011.03	2.C.4.d	Biology	LV	0
51-6011.03	2.C.4.e	Psychology	IM	1.4
51-6011.03	2.C.4.e	Psychology	LV	.4
51-6011.03	2.C.4.f	Sociology and Anthropology	IM	1.2
51-6011.03	2.C.4.f	Sociology and Anthropology	LV	.4
51-6011.03	2.C.4.g	Geography	IM	1
51-6011.03	2.C.4.g	Geography	LV	.2
51-6011.03	2.C.5.a	Medicine and Dentistry	IM	1
51-6011.03	2.C.5.a	Medicine and Dentistry	LV	.2
51-6011.03	2.C.5.b	Therapy and Counseling	IM	1.2
51-6011.03	2.C.5.b	Therapy and Counseling	LV	.4
51-6011.03	2.C.6	Education and Training	IM	1.4
51-6011.03	2.C.6	Education and Training	LV	.6
51-6011.03	2.C.7.a	English Language	IM	1.8
51-6011.03	2.C.7.a	English Language	LV	1.4
51-6011.03	2.C.7.b	Foreign Language	IM	1
51-6011.03	2.C.7.b	Foreign Language	LV	.2
51-6011.03	2.C.7.c	Fine Arts	IM	1
51-6011.03	2.C.7.c	Fine Arts	LV	.2
51-6011.03	2.C.7.d	History and Archeology	IM	1
51-6011.03	2.C.7.d	History and Archeology	LV	.2
51-6011.03	2.C.7.e	Philosophy and Theology	IM	1.2
51-6011.03	2.C.7.e	Philosophy and Theology	LV	.4
51-6011.03	2.C.8.a	Public Safety and Security	IM	1.4
51-6011.03	2.C.8.a	Public Safety and Security	LV	1
51-6011.03	2.C.8.b	Law and Government	IM	1.2
51-6011.03	2.C.8.b	Law and Government	LV	1
51-6011.03	2.C.9.a	Telecommunications	IM	1
51-6011.03	2.C.9.a	Telecommunications	LV	.4
51-6011.03	2.C.9.b	Communications and Media	IM	1.6
51-6011.03	2.C.9.b	Communications and Media	LV	.6
51-6011.03	2.C.10	Transportation	IM	1.2
51-6011.03	2.C.10	Transportation	LV	.6
51-6021.01	2.C.1.a	Administration and Management	IM	1.16
51-6021.01	2.C.1.a	Administration and Management	LV	.5
51-6021.01	2.C.1.b	Clerical	IM	1.16
51-6021.01	2.C.1.b	Clerical	LV	.5
51-6021.01	2.C.1.c	Economics and Accounting	IM	1
51-6021.01	2.C.1.c	Economics and Accounting	LV	0
51-6021.01	2.C.1.d	Sales and Marketing	IM	1
51-6021.01	2.C.1.d	Sales and Marketing	LV	0
51-6021.01	2.C.1.e	Customer and Personal Service	IM	2.66
51-6021.01	2.C.1.e	Customer and Personal Service	LV	1.66
51-6021.01	2.C.1.f	Personnel and Human Resources	IM	1
51-6021.01	2.C.1.f	Personnel and Human Resources	LV	.16
51-6021.01	2.C.2.a	Production and Processing	IM	1.83
51-6021.01	2.C.2.a	Production and Processing	LV	1
51-6021.01	2.C.2.b	Food Production	IM	1
51-6021.01	2.C.2.b	Food Production	LV	0
51-6021.01	2.C.3.a	Computers and Electronics	IM	1
51-6021.01	2.C.3.a	Computers and Electronics	LV	0
51-6021.01	2.C.3.b	Engineering and Technology	IM	1.33
51-6021.01	2.C.3.b	Engineering and Technology	LV	.16
51-6021.01	2.C.3.c	Design	IM	1.33
51-6021.01	2.C.3.c	Design	LV	.33
51-6021.01	2.C.3.d	Building and Construction	IM	1
51-6021.01	2.C.3.d	Building and Construction	LV	0
51-6021.01	2.C.3.e	Mechanical	IM	2.16
51-6021.01	2.C.3.e	Mechanical	LV	1.5
51-6021.01	2.C.4.a	Mathematics	IM	1.33
51-6021.01	2.C.4.a	Mathematics	LV	.83
51-6021.01	2.C.4.b	Physics	IM	1.33
51-6021.01	2.C.4.b	Physics	LV	.66
51-6021.01	2.C.4.c	Chemistry	IM	1.5
51-6021.01	2.C.4.c	Chemistry	LV	1
51-6021.01	2.C.4.d	Biology	IM	1
51-6021.01	2.C.4.d	Biology	LV	.16
51-6021.01	2.C.4.e	Psychology	IM	1
51-6021.01	2.C.4.e	Psychology	LV	.33
51-6021.01	2.C.4.f	Sociology and Anthropology	IM	1
51-6021.01	2.C.4.f	Sociology and Anthropology	LV	.16
51-6021.01	2.C.4.g	Geography	IM	1
51-6021.01	2.C.4.g	Geography	LV	0
51-6021.01	2.C.5.a	Medicine and Dentistry	IM	1
51-6021.01	2.C.5.a	Medicine and Dentistry	LV	0
51-6021.01	2.C.5.b	Therapy and Counseling	IM	1
51-6021.01	2.C.5.b	Therapy and Counseling	LV	0
51-6021.01	2.C.6	Education and Training	IM	1
51-6021.01	2.C.6	Education and Training	LV	.16
51-6021.01	2.C.7.a	English Language	IM	1.66
51-6021.01	2.C.7.a	English Language	LV	1.16
51-6021.01	2.C.7.b	Foreign Language	IM	1
51-6021.01	2.C.7.b	Foreign Language	LV	0
51-6021.01	2.C.7.c	Fine Arts	IM	1.66
51-6021.01	2.C.7.c	Fine Arts	LV	.66
51-6021.01	2.C.7.d	History and Archeology	IM	1
51-6021.01	2.C.7.d	History and Archeology	LV	0
51-6021.01	2.C.7.e	Philosophy and Theology	IM	1
51-6021.01	2.C.7.e	Philosophy and Theology	LV	0
51-6021.01	2.C.8.a	Public Safety and Security	IM	1.16
51-6021.01	2.C.8.a	Public Safety and Security	LV	.5
51-6021.01	2.C.8.b	Law and Government	IM	1
51-6021.01	2.C.8.b	Law and Government	LV	0
51-6021.01	2.C.9.a	Telecommunications	IM	1
51-6021.01	2.C.9.a	Telecommunications	LV	.16
51-6021.01	2.C.9.b	Communications and Media	IM	1
51-6021.01	2.C.9.b	Communications and Media	LV	.16
51-6021.01	2.C.10	Transportation	IM	1.16
51-6021.01	2.C.10	Transportation	LV	.5
51-6021.02	2.C.1.a	Administration and Management	IM	1
51-6021.02	2.C.1.a	Administration and Management	LV	.2
51-6021.02	2.C.1.b	Clerical	IM	1
51-6021.02	2.C.1.b	Clerical	LV	.2
51-6021.02	2.C.1.c	Economics and Accounting	IM	1
51-6021.02	2.C.1.c	Economics and Accounting	LV	.2
51-6021.02	2.C.1.d	Sales and Marketing	IM	1
51-6021.02	2.C.1.d	Sales and Marketing	LV	.4
51-6021.02	2.C.1.e	Customer and Personal Service	IM	2.2
51-6021.02	2.C.1.e	Customer and Personal Service	LV	1.2
51-6021.02	2.C.1.f	Personnel and Human Resources	IM	1
51-6021.02	2.C.1.f	Personnel and Human Resources	LV	.2
51-6021.02	2.C.2.a	Production and Processing	IM	2
51-6021.02	2.C.2.a	Production and Processing	LV	.8
51-6021.02	2.C.2.b	Food Production	IM	1
51-6021.02	2.C.2.b	Food Production	LV	0
51-6021.02	2.C.3.a	Computers and Electronics	IM	1.2
51-6021.02	2.C.3.a	Computers and Electronics	LV	.6
51-6021.02	2.C.3.b	Engineering and Technology	IM	1.4
51-6021.02	2.C.3.b	Engineering and Technology	LV	2
51-6021.02	2.C.3.c	Design	IM	1
51-6021.02	2.C.3.c	Design	LV	.4
51-6021.02	2.C.3.d	Building and Construction	IM	1
51-6021.02	2.C.3.d	Building and Construction	LV	0
51-6021.02	2.C.3.e	Mechanical	IM	2.2
51-6021.02	2.C.3.e	Mechanical	LV	2.2
51-6021.02	2.C.4.a	Mathematics	IM	1.4
51-6021.02	2.C.4.a	Mathematics	LV	1.2
51-6021.02	2.C.4.b	Physics	IM	1.8
51-6021.02	2.C.4.b	Physics	LV	.6
51-6021.02	2.C.4.c	Chemistry	IM	2.6
51-6021.02	2.C.4.c	Chemistry	LV	1.4
51-6021.02	2.C.4.d	Biology	IM	1
51-6021.02	2.C.4.d	Biology	LV	.2
51-6021.02	2.C.4.e	Psychology	IM	1
51-6021.02	2.C.4.e	Psychology	LV	.2
51-6021.02	2.C.4.f	Sociology and Anthropology	IM	1
51-6021.02	2.C.4.f	Sociology and Anthropology	LV	.6
51-6021.02	2.C.4.g	Geography	IM	1
51-6021.02	2.C.4.g	Geography	LV	.6
51-6021.02	2.C.5.a	Medicine and Dentistry	IM	1
51-6021.02	2.C.5.a	Medicine and Dentistry	LV	.2
51-6021.02	2.C.5.b	Therapy and Counseling	IM	1
51-6021.02	2.C.5.b	Therapy and Counseling	LV	.4
51-6021.02	2.C.6	Education and Training	IM	1
51-6021.02	2.C.6	Education and Training	LV	.8
51-6021.02	2.C.7.a	English Language	IM	1.4
51-6021.02	2.C.7.a	English Language	LV	1.2
51-6021.02	2.C.7.b	Foreign Language	IM	1
51-6021.02	2.C.7.b	Foreign Language	LV	.6
51-6021.02	2.C.7.c	Fine Arts	IM	1
51-6021.02	2.C.7.c	Fine Arts	LV	1
51-6021.02	2.C.7.d	History and Archeology	IM	1
51-6021.02	2.C.7.d	History and Archeology	LV	.4
51-6021.02	2.C.7.e	Philosophy and Theology	IM	1
51-6021.02	2.C.7.e	Philosophy and Theology	LV	.6
51-6021.02	2.C.8.a	Public Safety and Security	IM	1.6
51-6021.02	2.C.8.a	Public Safety and Security	LV	1.4
51-6021.02	2.C.8.b	Law and Government	IM	1
51-6021.02	2.C.8.b	Law and Government	LV	.8
51-6021.02	2.C.9.a	Telecommunications	IM	1.4
51-6021.02	2.C.9.a	Telecommunications	LV	.8
51-6021.02	2.C.9.b	Communications and Media	IM	1.4
51-6021.02	2.C.9.b	Communications and Media	LV	.8
51-6021.02	2.C.10	Transportation	IM	1
51-6021.02	2.C.10	Transportation	LV	.2
51-6021.03	2.C.1.a	Administration and Management	IM	1
51-6021.03	2.C.1.a	Administration and Management	LV	0
51-6021.03	2.C.1.b	Clerical	IM	1
51-6021.03	2.C.1.b	Clerical	LV	.33
51-6021.03	2.C.1.c	Economics and Accounting	IM	1
51-6021.03	2.C.1.c	Economics and Accounting	LV	0
51-6021.03	2.C.1.d	Sales and Marketing	IM	1
51-6021.03	2.C.1.d	Sales and Marketing	LV	0
51-6021.03	2.C.1.e	Customer and Personal Service	IM	2.33
51-6021.03	2.C.1.e	Customer and Personal Service	LV	1.66
51-6021.03	2.C.1.f	Personnel and Human Resources	IM	1
51-6021.03	2.C.1.f	Personnel and Human Resources	LV	.16
51-6021.03	2.C.2.a	Production and Processing	IM	2.16
51-6021.03	2.C.2.a	Production and Processing	LV	1.5
51-6021.03	2.C.2.b	Food Production	IM	1
51-6021.03	2.C.2.b	Food Production	LV	0
51-6021.03	2.C.3.a	Computers and Electronics	IM	1
51-6021.03	2.C.3.a	Computers and Electronics	LV	0
51-6021.03	2.C.3.b	Engineering and Technology	IM	1.5
51-6021.03	2.C.3.b	Engineering and Technology	LV	.33
51-6021.03	2.C.3.c	Design	IM	1
51-6021.03	2.C.3.c	Design	LV	0
51-6021.03	2.C.3.d	Building and Construction	IM	1
51-6021.03	2.C.3.d	Building and Construction	LV	0
51-6021.03	2.C.3.e	Mechanical	IM	2.16
51-6021.03	2.C.3.e	Mechanical	LV	.83
51-6021.03	2.C.4.a	Mathematics	IM	2.5
51-6021.03	2.C.4.a	Mathematics	LV	1.5
51-6021.03	2.C.4.b	Physics	IM	1.33
51-6021.03	2.C.4.b	Physics	LV	.66
51-6021.03	2.C.4.c	Chemistry	IM	1
51-6021.03	2.C.4.c	Chemistry	LV	0
51-6021.03	2.C.4.d	Biology	IM	1
51-6021.03	2.C.4.d	Biology	LV	0
51-6021.03	2.C.4.e	Psychology	IM	1
51-6021.03	2.C.4.e	Psychology	LV	.16
51-6021.03	2.C.4.f	Sociology and Anthropology	IM	1
51-6021.03	2.C.4.f	Sociology and Anthropology	LV	.16
51-6021.03	2.C.4.g	Geography	IM	1
51-6021.03	2.C.4.g	Geography	LV	0
51-6021.03	2.C.5.a	Medicine and Dentistry	IM	1
51-6021.03	2.C.5.a	Medicine and Dentistry	LV	0
51-6021.03	2.C.5.b	Therapy and Counseling	IM	1
51-6021.03	2.C.5.b	Therapy and Counseling	LV	0
51-6021.03	2.C.6	Education and Training	IM	1
51-6021.03	2.C.6	Education and Training	LV	0
51-6021.03	2.C.7.a	English Language	IM	1.33
51-6021.03	2.C.7.a	English Language	LV	1.16
51-6021.03	2.C.7.b	Foreign Language	IM	1
51-6021.03	2.C.7.b	Foreign Language	LV	0
51-6021.03	2.C.7.c	Fine Arts	IM	1.16
51-6021.03	2.C.7.c	Fine Arts	LV	.5
51-6021.03	2.C.7.d	History and Archeology	IM	1
51-6021.03	2.C.7.d	History and Archeology	LV	0
51-6021.03	2.C.7.e	Philosophy and Theology	IM	1
51-6021.03	2.C.7.e	Philosophy and Theology	LV	0
51-6021.03	2.C.8.a	Public Safety and Security	IM	1.33
51-6021.03	2.C.8.a	Public Safety and Security	LV	.66
51-6021.03	2.C.8.b	Law and Government	IM	1
51-6021.03	2.C.8.b	Law and Government	LV	0
51-6021.03	2.C.9.a	Telecommunications	IM	1
51-6021.03	2.C.9.a	Telecommunications	LV	.33
51-6021.03	2.C.9.b	Communications and Media	IM	1.16
51-6021.03	2.C.9.b	Communications and Media	LV	.66
51-6021.03	2.C.10	Transportation	IM	1
51-6021.03	2.C.10	Transportation	LV	.5
51-6031.01	2.C.1.a	Administration and Management	IM	1
51-6031.01	2.C.1.a	Administration and Management	LV	0
51-6031.01	2.C.1.b	Clerical	IM	1.66
51-6031.01	2.C.1.b	Clerical	LV	.83
51-6031.01	2.C.1.c	Economics and Accounting	IM	1
51-6031.01	2.C.1.c	Economics and Accounting	LV	0
51-6031.01	2.C.1.d	Sales and Marketing	IM	1
51-6031.01	2.C.1.d	Sales and Marketing	LV	0
51-6031.01	2.C.1.e	Customer and Personal Service	IM	1
51-6031.01	2.C.1.e	Customer and Personal Service	LV	0
51-6031.01	2.C.1.f	Personnel and Human Resources	IM	1
51-6031.01	2.C.1.f	Personnel and Human Resources	LV	0
51-6031.01	2.C.2.a	Production and Processing	IM	2.83
51-6031.01	2.C.2.a	Production and Processing	LV	1.83
51-6031.01	2.C.2.b	Food Production	IM	1
51-6031.01	2.C.2.b	Food Production	LV	0
51-6031.01	2.C.3.a	Computers and Electronics	IM	1
51-6031.01	2.C.3.a	Computers and Electronics	LV	0
51-6031.01	2.C.3.b	Engineering and Technology	IM	1.66
51-6031.01	2.C.3.b	Engineering and Technology	LV	.5
51-6031.01	2.C.3.c	Design	IM	1.33
51-6031.01	2.C.3.c	Design	LV	.33
51-6031.01	2.C.3.d	Building and Construction	IM	1.5
